"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","17537","Dados"
"TIMESTAMP","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Corrente_FV_Avg","FP_FV_Avg","Demanda_Avg","Excedente_Avg","Compra_Avg","Tensao_Rede_Avg"
"TS","W/m^2","C","C","V","A","W","V","A","W","W","A","adm","W","W","W","V"
"","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-02-23 00:00:00",0,25.66,6.484,0,0,0,0,0,0,0,0,1.579,1299,0,1299,214.4
"2022-02-23 00:01:00",0,25.66,6.454,0,0,0,0,0,0,0,0,1.648,1396,0,1396,214.4
"2022-02-23 00:02:00",0,25.81,6.364,0,0,0,0,0,0,0,0,1.716,1411,0,1411,214.3
"2022-02-23 00:03:00",0,25.78,6.414,0,0,0,0,0,0,0,0,1.602,1416,0,1416,214.2
"2022-02-23 00:04:00",0,25.71,6.34,0,0,0,0,0,0,0,0,1.716,1415,0,1415,214.3
"2022-02-23 00:05:00",0,25.73,6.252,0,0,0,0,0,0,0,0,1.716,1418,0,1418,214.6
"2022-02-23 00:06:00",0,25.78,6.341,0,0,0,0,0,0,0,0,1.625,1410,0,1410,213.8
"2022-02-23 00:07:00",0,25.8,6.381,0,0,0,0,0,0,0,0,1.614,1408,0,1408,213.2
"2022-02-23 00:08:00",0,25.76,6.338,0,0,0,0,0,0,0,0,1.659,1407,0,1407,213.5
"2022-02-23 00:09:00",0,25.76,6.456,0,0,0,0,0,0,0,0,1.875,1403,0,1403,214.3
"2022-02-23 00:10:00",0,25.77,6.28,0,0,0,0,0,0,0,0,1.716,1413,0,1413,214.7
"2022-02-23 00:11:00",0,25.83,6.443,0,0,0,0,0,0,0,0,1.682,1399,0,1399,214.5
"2022-02-23 00:12:00",0,25.86,6.501,0,0,0,0,0,0,0,0,1.67,1393,0,1393,213.8
"2022-02-23 00:13:00",0,25.81,6.526,0,0,0,0,0,0,0,0,1.455,1404,0,1404,213.3
"2022-02-23 00:14:00",0,25.74,6.439,0,0,0,0,0,0,0,0,1.648,1410,0,1410,213.3
"2022-02-23 00:15:00",0,25.71,6.446,0,0,0,0,0,0,0,0,1.784,1391,0,1391,214.4
"2022-02-23 00:16:00",0,25.73,6.212,0,0,0,0,0,0,0,0,1.625,1400,0,1400,215
"2022-02-23 00:17:00",0,25.76,6.4,0,0,0,0,0,0,0,0,1.477,1396,0,1396,214
"2022-02-23 00:18:00",0,25.74,6.397,0,0,0,0,0,0,0,0,1.727,1397,0,1397,213.8
"2022-02-23 00:19:00",0,25.76,6.385,0,0,0,0,0,0,0,0,1.739,1391,0,1391,213.5
"2022-02-23 00:20:00",0,25.74,6.417,0,0,0,0,0,0,0,0,1.761,1394,0,1394,213.1
"2022-02-23 00:21:00",0,25.74,6.451,0,0,0,0,0,0,0,0,1.636,1400,0,1400,213.4
"2022-02-23 00:22:00",0,25.69,6.384,0,0,0,0,0,0,0,0,1.682,1399,0,1399,214.4
"2022-02-23 00:23:00",0,25.69,6.309,0,0,0,0,0,0,0,0,1.682,1393,0,1393,213
"2022-02-23 00:24:00",0,25.69,6.275,0,0,0,0,0,0,0,0,1.716,1392,0,1392,213.4
"2022-02-23 00:25:00",0,25.68,6.394,0,0,0,0,0,0,0,0,1.716,1398,0,1398,214
"2022-02-23 00:26:00",0,25.59,6.212,0,0,0,0,0,0,0,0,1.841,1387,0,1387,215
"2022-02-23 00:27:00",0,25.58,6.28,0,0,0,0,0,0,0,0,1.636,1378,0,1378,213.2
"2022-02-23 00:28:00",0,25.59,6.236,0,0,0,0,0,0,0,0,2.068,1386,0,1386,214
"2022-02-23 00:29:00",0,25.6,6.229,0,0,0,0,0,0,0,0,1.83,1395,0,1395,214.6
"2022-02-23 00:30:00",0,25.61,6.398,0,0,0,0,0,0,0,0,1.682,1391,0,1391,214.3
"2022-02-23 00:31:00",0,25.61,6.359,0,0,0,0,0,0,0,0,1.739,1397,0,1397,214.1
"2022-02-23 00:32:00",0,25.66,6.336,0,0,0,0,0,0,0,0,1.761,1392,0,1392,213.6
"2022-02-23 00:33:00",0,25.7,6.198,0,0,0,0,0,0,0,0,1.705,1398,0,1398,214.2
"2022-02-23 00:34:00",0,25.72,6.138,0,0,0,0,0,0,0,0,1.796,1397,0,1397,214.4
"2022-02-23 00:35:00",0,25.74,6.358,0,0,0,0,0,0,0,0,1.477,1395,0,1395,213.6
"2022-02-23 00:36:00",0,25.77,6.203,0,0,0,0,0,0,0,0,1.705,1507,0,1507,213.4
"2022-02-23 00:37:00",0,25.87,6.29,0,0,0,0,0,0,0,0,1.75,1497,0,1497,213.3
