"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","17537","Dados"
"TIMESTAMP","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Corrente_FV_Avg","FP_FV_Avg","Demanda_Avg","Excedente_Avg","Compra_Avg","Tensao_Rede_Avg"
"TS","W/m^2","C","C","V","A","W","V","A","W","W","A","adm","W","W","W","V"
"","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-02-28 00:00:00",0,25.97,4.47,0,0,0,0,0,0,0,0,1.761,35.47,0,35.47,223.5
"2022-02-28 00:01:00",0,25.97,4.347,0,0,0,0,0,0,0,0,1.705,35.2,0,35.2,223.4
"2022-02-28 00:02:00",0,25.92,4.32,0,0,0,0,0,0,0,0,1.841,112.9,0,112.9,223.3
"2022-02-28 00:03:00",0,25.89,4.3,0,0,0,0,0,0,0,0,1.83,150.1,0,150.1,223.5
"2022-02-28 00:04:00",0,25.88,4.156,0,0,0,0,0,0,0,0,1.966,144.8,0,144.8,223.8
"2022-02-28 00:05:00",0,25.88,4.218,0,0,0,0,0,0,0,0,1.909,143.5,0,143.5,223.9
"2022-02-28 00:06:00",0,25.87,4.098,0,0,0,0,0,0,0,0,1.818,142.8,0,142.8,223.8
"2022-02-28 00:07:00",0,25.81,4.199,0,0,0,0,0,0,0,0,1.887,142.3,0,142.3,223.9
"2022-02-28 00:08:00",0,25.81,4.143,0,0,0,0,0,0,0,0,1.75,142,0,142,223.9
"2022-02-28 00:09:00",0,25.83,4.112,0,0,0,0,0,0,0,0,1.909,141.7,0,141.7,224.1
"2022-02-28 00:10:00",0,25.84,4.047,0,0,0,0,0,0,0,0,1.602,141.5,0,141.5,223.8
"2022-02-28 00:11:00",0,25.81,4.096,0,0,0,0,0,0,0,0,1.602,141.1,0,141.1,223.9
"2022-02-28 00:12:00",0,25.78,3.97,0,0,0,0,0,0,0,0,1.648,141,0,141,223.9
"2022-02-28 00:13:00",0,25.77,4.029,0,0,0,0,0,0,0,0,1.796,140.5,0,140.5,223.6
"2022-02-28 00:14:00",0,25.81,3.89,0,0,0,0,0,0,0,0,1.773,140.1,0,140.1,223.5
"2022-02-28 00:15:00",0,25.79,3.921,0,0,0,0,0,0,0,0,1.773,139.8,0,139.8,223.1
"2022-02-28 00:16:00",0,25.77,3.996,0,0,0,0,0,0,0,0,1.841,140.1,0,140.1,223.5
"2022-02-28 00:17:00",0,25.77,3.986,0,0,0,0,0,0,0,0,1.614,140.3,0,140.3,224.1
"2022-02-28 00:18:00",0,25.77,3.879,0,0,0,0,0,0,0,0,1.784,140.3,0,140.3,224.1
"2022-02-28 00:19:00",0,25.78,3.992,0,0,0,0,0,0,0,0,1.614,139.7,0,139.7,223.2
"2022-02-28 00:20:00",0,25.79,3.853,0,0,0,0,0,0,0,0,1.852,139.5,0,139.5,223.6
"2022-02-28 00:21:00",0,25.83,3.912,0,0,0,0,0,0,0,0,1.932,139.9,0,139.9,224.2
"2022-02-28 00:22:00",0,25.82,3.9,0,0,0,0,0,0,0,0,1.818,140.5,0,140.5,224.7
"2022-02-28 00:23:00",0,25.81,3.932,0,0,0,0,0,0,0,0,1.977,140.4,0,140.4,225.3
"2022-02-28 00:24:00",0,25.82,3.949,0,0,0,0,0,0,0,0,1.83,140.4,0,140.4,224.9
"2022-02-28 00:25:00",0,25.88,4.021,0,0,0,0,0,0,0,0,1.637,140.4,0,140.4,224.3
"2022-02-28 00:26:00",0,25.85,4.061,0,0,0,0,0,0,0,0,1.716,140.2,0,140.2,223.8
"2022-02-28 00:27:00",0,25.83,4.165,0,0,0,0,0,0,0,0,1.705,82.9,0,82.9,224.3
"2022-02-28 00:28:00",0,25.75,4.09,0,0,0,0,0,0,0,0,1.762,35.67,0,35.67,225
"2022-02-28 00:29:00",0,25.74,4.087,0,0,0,0,0,0,0,0,1.602,35.86,0,35.86,225.4
"2022-02-28 00:30:00",0,25.72,4.084,0,0,0,0,0,0,0,0,1.637,35.82,0,35.82,225.5
"2022-02-28 00:31:00",0,25.68,4.026,0,0,0,0,0,0,0,0,1.807,35.85,0,35.85,225.8
"2022-02-28 00:32:00",0,25.72,3.866,0,0,0,0,0,0,0,0,1.432,36,0,36,225.5
"2022-02-28 00:33:00",0,25.72,3.908,0,0,0,0,0,0,0,0,1.705,36,0,36,225.1
"2022-02-28 00:34:00",0,25.77,3.994,0,0,0,0,0,0,0,0,1.818,35.58,0,35.58,225.2
"2022-02-28 00:35:00",0,25.73,4.023,0,0,0,0,0,0,0,0,1.727,35.49,0,35.49,224.5
"2022-02-28 00:36:00",0,25.74,4.008,0,0,0,0,0,0,0,0,1.671,35.53,0,35.53,224.5
