"TOA5","CR1000","CR1000","6428","CR1000.Std.10","CPU:MED_RAD.CR1","17537","Dados"
"TIMESTAMP","Radiacao_Avg","Temp_Cel_Avg","Temp_Amb_Avg","Tensao_S1_Avg","Corrente_S1_Avg","Potencia_S1_Avg","Tensao_S2_Avg","Corrente_S2_Avg","Potencia_S2_Avg","Potencia_FV_Avg","Corrente_FV_Avg","FP_FV_Avg","Demanda_Avg","Excedente_Avg","Compra_Avg","Tensao_Rede_Avg"
"TS","W/m^2","C","C","V","A","W","V","A","W","W","A","adm","W","W","W","V"
"","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-02-15 00:00:00",0,26.51,5.643,0,0,0,0,0,0,0,0,1.784,164.3,0,164.3,221.6
"2022-02-15 00:01:00",0,26.55,5.722,0,0,0,0,0,0,0,0,1.75,164.6,0,164.6,222
"2022-02-15 00:02:00",0,26.56,5.768,0,0,0,0,0,0,0,0,1.671,164.3,0,164.3,221
"2022-02-15 00:03:00",0,26.57,5.805,0,0,0,0,0,0,0,0,1.955,163.8,0,163.8,221.2
"2022-02-15 00:04:00",0,26.54,5.839,0,0,0,0,0,0,0,0,1.648,163.6,0,163.6,220.4
"2022-02-15 00:05:00",0,26.55,5.739,0,0,0,0,0,0,0,0,1.705,163.7,0,163.7,220.3
"2022-02-15 00:06:00",0,26.55,5.795,0,0,0,0,0,0,0,0,1.932,163.7,0,163.7,220.3
"2022-02-15 00:07:00",0,26.47,5.702,0,0,0,0,0,0,0,0,1.432,163.8,0,163.8,219.8
"2022-02-15 00:08:00",0,26.46,5.667,0,0,0,0,0,0,0,0,1.943,163.8,0,163.8,220.4
"2022-02-15 00:09:00",0,26.4,5.609,0,0,0,0,0,0,0,0,1.75,163.6,0,163.6,220.2
"2022-02-15 00:10:00",0,26.34,5.678,0,0,0,0,0,0,0,0,1.58,163.6,0,163.6,220
"2022-02-15 00:11:00",0,26.33,5.621,0,0,0,0,0,0,0,0,1.784,162.3,0,162.3,219.7
"2022-02-15 00:12:00",0,26.31,5.707,0,0,0,0,0,0,0,0,2.228,157.6,0,157.6,220.1
"2022-02-15 00:13:00",0,26.26,5.679,0,0,0,0,0,0,0,0,1.614,157.3,0,157.3,220.1
"2022-02-15 00:14:00",0,26.23,5.704,0,0,0,0,0,0,0,0,1.693,157.9,0,157.9,220.5
"2022-02-15 00:15:00",0,26.25,5.707,0,0,0,0,0,0,0,0,1.818,100.7,0,100.7,220.7
"2022-02-15 00:16:00",0,26.23,5.789,0,0,0,0,0,0,0,0,1.909,53.41,0,53.41,220.4
"2022-02-15 00:17:00",0,26.19,5.738,0,0,0,0,0,0,0,0,1.659,53.37,0,53.37,219.5
"2022-02-15 00:18:00",0,26.16,5.858,0,0,0,0,0,0,0,0,1.773,53.34,0,53.34,219.6
"2022-02-15 00:19:00",0,26.22,5.811,0,0,0,0,0,0,0,0,1.762,53.59,0,53.59,219.2
"2022-02-15 00:20:00",0,26.19,5.817,0,0,0,0,0,0,0,0,1.784,53.28,0,53.28,219
"2022-02-15 00:21:00",0,26.15,5.798,0,0,0,0,0,0,0,0,1.591,53.43,0,53.43,219.6
"2022-02-15 00:22:00",0,26.09,5.84,0,0,0,0,0,0,0,0,1.693,53.42,0,53.42,219.7
"2022-02-15 00:23:00",0,26.16,5.811,0,0,0,0,0,0,0,0,1.727,53.33,0,53.33,219.5
"2022-02-15 00:24:00",0,26.1,5.781,0,0,0,0,0,0,0,0,1.852,53.41,0,53.41,219.6
"2022-02-15 00:25:00",0,26.1,5.872,0,0,0,0,0,0,0,0,1.875,53.53,0,53.53,219.7
"2022-02-15 00:26:00",0,26.13,5.687,0,0,0,0,0,0,0,0,1.727,122.3,0,122.3,219.5
"2022-02-15 00:27:00",0,26.16,5.76,0,0,0,0,0,0,0,0,1.932,169.6,0,169.6,219.5
"2022-02-15 00:28:00",0,26.21,5.585,0,0,0,0,0,0,0,0,1.909,163.2,0,163.2,220.4
"2022-02-15 00:29:00",0,26.26,5.582,0,0,0,0,0,0,0,0,1.818,162,0,162,220.2
"2022-02-15 00:30:00",0,26.43,5.604,0,0,0,0,0,0,0,0,1.762,160.8,0,160.8,220.1
"2022-02-15 00:31:00",0,26.43,5.673,0,0,0,0,0,0,0,0,1.841,160.1,0,160.1,220
"2022-02-15 00:32:00",0,26.42,5.669,0,0,0,0,0,0,0,0,1.682,159.7,0,159.7,220.2
"2022-02-15 00:33:00",0,26.42,5.632,0,0,0,0,0,0,0,0,1.773,159.6,0,159.6,220.5
"2022-02-15 00:34:00",0,26.37,5.802,0,0,0,0,0,0,0,0,1.852,159.4,0,159.4,220.4
"2022-02-15 00:35:00",0,26.33,5.551,0,0,0,0,0,0,0,0,1.841,159.2,0,159.2,221.1
"2022-02-15 00:36:00",0,26.33,5.587,0,0,0,0,0,0,0,0,1.784,159.5,0,159.5,221.2
